0.000	69.000
2.200	73.878
4.400	79.672
6.600	69.851
8.800	66.489
11.000	72.289
13.200	68.158
15.400	67.334
17.600	68.464
19.800	69.672
22.000	71.019
24.200	73.224
26.400	74.686
28.600	70.552
30.800	67.701
33.000	75.590
35.200	78.600
37.400	71.125
39.600	69.661
41.800	71.368
44.000	65.382
46.200	69.375
48.400	78.921
50.600	82.429
52.800	75.148
55.000	72.262
57.200	71.316
59.400	74.160
61.600	75.885
63.800	82.235
66.000	73.032
68.200	89.334
70.400	87.887
72.600	90.013
74.800	92.453
77.000	100.279
79.200	101.099
81.400	110.117
83.600	122.592
85.800	138.183
88.000	190.185
90.200	310.796
92.400	459.386
94.600	613.989
96.800	745.750
99.000	853.336
101.200	895.143
103.400	958.287
105.600	1000.325
107.800	1029.499
110.000	1074.507
112.200	1101.504
114.400	1140.446
116.600	1171.690
118.800	1155.973
121.000	1162.020
123.200	1200.429
125.400	1218.854
127.600	1213.023
129.800	1248.997
132.000	1227.709
134.200	1262.613
136.400	1215.601
138.600	1223.668
140.800	1267.288
143.000	1290.147
145.200	1296.339
147.400	1306.275
149.600	1311.517
151.800	1312.214
154.000	1307.094
156.200	1299.130
158.400	1302.884
160.600	1289.737
162.800	1290.436
165.000	1274.260
167.200	1298.543
169.400	1308.274
171.600	1299.080
173.800	1289.622
176.000	1293.473
178.200	1324.894
180.400	1326.106
182.600	1351.242
184.800	1352.210
187.000	1359.187
189.200	1386.082
191.400	1389.957
193.600	1400.537
195.800	1394.993
198.000	1390.550
200.200	1400.667
202.400	1407.286
204.600	1406.385
206.800	1408.614
209.000	1409.186
211.200	1442.567
213.400	1452.967
215.600	1438.509
217.800	1415.825
220.000	1413.176
222.200	1413.725
224.400	1434.793
226.600	1450.686
228.800	1467.883
231.000	1487.256
233.200	1468.959
235.400	1444.740
237.600	1449.513
239.800	1473.663
242.000	1457.487
244.200	1504.635
246.400	1481.756
248.600	1450.916
250.800	1461.948
253.000	1469.929
255.200	1457.372
257.400	1448.544
259.600	1438.483
261.800	1464.173
264.000	1488.534
266.200	1477.860
268.400	1452.536
270.600	1428.733
272.800	1409.634
275.000	1432.276
277.200	1478.011
279.400	1481.523
281.600	1447.906
283.800	1397.740
286.000	1390.598
288.200	1437.998
290.400	1487.235
292.600	1518.411
294.800	1514.637
297.000	1489.395
299.200	1464.079
301.400	1486.255
303.600	1506.714
305.800	1496.731
308.000	1485.051
310.200	1504.604
312.400	1505.687
314.600	1511.916
316.800	1513.856
319.000	1500.274
321.200	1509.904
323.400	1535.146
325.600	1545.698
327.800	1548.560
330.000	1564.422
332.200	1585.971
334.400	1592.302
336.600	1584.066
338.800	1622.444
341.000	1571.230
343.200	1539.319
345.400	1598.049
347.600	1640.216
349.800	1633.915
352.000	1621.849
354.200	1633.500
356.400	1637.119
358.600	1654.564
360.800	1655.327
363.000	1641.902
365.200	1627.812
367.400	1622.948
369.600	1559.089
371.800	1528.915
374.000	1545.036
376.200	1609.177
378.400	1604.617
380.600	1619.225
382.800	1632.752
385.000	1632.473
387.200	1641.859
389.400	1637.906
391.600	1633.693
393.800	1649.071
396.000	1648.785
398.200	1626.618
400.400	1604.191
402.600	1580.985
404.800	1565.571
407.000	1581.870
409.200	1586.239
411.400	1610.481
413.600	1609.564
415.800	1585.474
418.000	1568.800
420.200	1547.452
422.400	1520.527
424.600	1539.241
426.800	1560.412
429.000	1559.176
431.200	1589.628
433.400	1605.612
435.600	1629.049
437.800	1668.936
440.000	1677.991
442.200	1679.422
444.400	1701.055
446.600	1657.473
448.800	1616.111
451.000	1578.918
453.200	1534.142
455.400	1557.571
457.600	1606.829
459.800	1613.352
462.000	1562.624
464.200	1524.416
466.400	1545.025
468.600	1606.741
470.800	1612.792
473.000	1621.831
475.200	1657.007
477.400	1649.200
479.600	1637.077
481.800	1653.549
484.000	1694.194
486.200	1685.301
488.400	1652.006
490.600	1634.520
492.800	1654.860
495.000	1677.693
497.200	1658.162
499.400	1637.679
501.600	1710.963
503.800	1708.362
506.000	1674.429
508.200	1697.790
510.400	1728.797
512.600	1740.904
514.800	1723.932
517.000	1670.534
519.200	1665.758
521.400	1666.574
523.600	1644.616
525.800	1631.606
528.000	1647.388
530.200	1650.934
532.400	1643.154
534.600	1708.211
536.800	1720.731
539.000	1726.988
541.200	1699.490
543.400	1684.607
545.600	1697.902
547.800	1704.228
550.000	1694.175
552.200	1702.375
554.400	1690.520
556.600	1670.286
558.800	1665.167
561.000	1659.939
563.200	1646.620
565.400	1688.280
567.600	1698.833
569.800	1704.976
572.000	1690.020
574.200	1662.573
576.400	1678.418
578.600	1689.530
580.800	1695.297
583.000	1682.436
585.200	1679.860
587.400	1669.063
589.600	1645.557
591.800	1648.061
594.000	1674.108
596.200	1699.535
598.400	1719.868
600.600	1733.678
602.800	1709.699
605.000	1744.071
607.200	1760.000
609.400	1751.707
611.600	1750.111
613.800	1751.804
616.000	1756.635
618.200	1745.962
620.400	1711.998
622.600	1717.826
624.800	1734.399
627.000	1750.110
629.200	1758.632
631.400	1705.014
633.600	1654.420
635.800	1652.648
638.000	1665.190
640.200	1625.229
642.400	1642.424
644.600	1673.196
646.800	1705.185
649.000	1737.687
651.200	1740.650
653.400	1757.427
655.600	1768.757
657.800	1749.857
660.000	1699.688
662.200	1661.637
664.400	1653.215
666.600	1678.953
668.800	1699.403
671.000	1737.678
673.200	1733.015
675.400	1781.341
677.600	1732.992
679.800	1726.838
682.000	1684.700
684.200	1659.006
686.400	1660.392
688.600	1682.965
690.800	1740.043
693.000	1764.140
695.200	1763.113
697.400	1788.362
699.600	1780.495
701.800	1784.205
704.000	1740.470
706.200	1711.826
708.400	1673.000
710.600	1728.355
712.800	1738.995
715.000	1735.709
717.200	1731.332
719.400	1744.072
721.600	1724.839
723.800	1700.979
726.000	1682.260
728.200	1639.405
730.400	1636.991
732.600	1690.320
734.800	1743.347
737.000	1776.827
739.200	1734.168
741.400	1715.097
743.600	1747.134
745.800	1715.815
748.000	1756.090
750.200	1759.126
752.400	1769.006
754.600	1773.845
756.800	1755.325
759.000	1752.929
761.200	1760.403
763.400	1751.220
765.600	1777.368
767.800	1771.950
770.000	1746.388
772.200	1737.092
774.400	1747.784
776.600	1734.834
778.800	1731.220
781.000	1757.467
783.200	1727.147
785.400	1710.508
787.600	1711.839
789.800	1725.644
792.000	1735.987
794.200	1757.583
796.400	1776.462
798.600	1775.925
800.800	1769.055
803.000	1736.771
805.200	1711.841
807.400	1701.459
809.600	1767.857
811.800	1771.430
814.000	1768.690
816.200	1751.037
818.400	1746.975
820.600	1761.090
822.800	1760.429
825.000	1761.057
827.200	1765.979
829.400	1770.920
831.600	1763.733
833.800	1750.244
836.000	1741.229
838.200	1778.220
840.400	1767.093
842.600	1737.449
844.800	1789.244
847.000	1756.416
849.200	1752.336
851.400	1755.081
853.600	1775.605
855.800	1774.789
858.000	1762.893
860.200	1766.214
862.400	1772.928
864.600	1802.785
866.800	1811.834
869.000	1790.266
871.200	1807.902
873.400	1812.830
875.600	1814.546
877.800	1826.297
880.000	1800.147
882.200	1798.442
884.400	1773.926
886.600	1779.249
888.800	1776.328
891.000	1752.198
893.200	1771.646
895.400	1821.550
897.600	1823.540
899.800	1795.231
902.000	1798.522
904.200	1807.674
906.400	1827.569
908.600	1804.176
910.800	1827.857
913.000	1811.836
915.200	1773.236
917.400	1791.607
919.600	1793.852
921.800	1763.665
924.000	1791.590
926.200	1800.615
928.400	1787.614
930.600	1774.497
932.800	1749.778
935.000	1734.056
937.200	1735.806
939.400	1736.082
941.600	1755.564
943.800	1769.620
946.000	1744.168
948.200	1749.896
950.400	1753.853
952.600	1770.088
954.800	1832.312
957.000	1815.749
959.200	1819.155
961.400	1838.857
963.600	1841.032
965.800	1821.460
968.000	1791.941
970.200	1764.012
972.400	1729.385
974.600	1721.305
976.800	1739.260
979.000	1717.832
981.200	1776.511
983.400	1772.479
985.600	1862.314
987.800	1814.316
990.000	1810.803
992.200	1775.875
994.400	1750.767
996.600	1790.434
998.800	1809.776
1001.000	1809.730
1003.200	1822.779
1005.400	1815.477
1007.600	1814.813
1009.800	1830.129
1012.000	1846.143
1014.200	1817.086
1016.400	1776.921
1018.600	1762.332
1020.800	1740.917
1023.000	1733.404
1025.200	1727.828
1027.400	1756.008
1029.600	1757.233
1031.800	1734.581
1034.000	1740.047
1036.200	1745.107
1038.400	1726.937
1040.600	1728.642
1042.800	1738.813
1045.000	1716.336
1047.200	1722.412
1049.400	1732.598
1051.600	1739.737
1053.800	1778.531
1056.000	1793.847
1058.200	1816.271
1060.400	1820.477
1062.600	1822.000
1064.800	1801.276
1067.000	1791.870
1069.200	1776.795
1071.400	1759.995
1073.600	1772.143
1075.800	1787.406
1078.000	1814.614
1080.200	1815.602
1082.400	1758.491
1084.600	1745.916
1086.800	1713.922
1089.000	1715.323
1091.200	1723.259
1093.400	1716.935
1095.600	1715.784
1097.800	1736.391
1100.000	1763.065
1102.200	1785.518
1104.400	1795.078
1106.600	1763.728
1108.800	1760.210
1111.000	1809.861
1113.200	1804.429
1115.400	1759.539
1117.600	1720.280
1119.800	1734.465
1122.000	1744.134
1124.200	1794.012
1126.400	1824.648
1128.600	1835.413
1130.800	1856.297
1133.000	1819.877
1135.200	1805.061
1137.400	1787.703
1139.600	1758.646
1141.800	1756.981
1144.000	1765.290
1146.200	1767.477
1148.400	1757.602
1150.600	1767.278
1152.800	1789.598
1155.000	1803.166
1157.200	1763.340
1159.400	1772.988
1161.600	1784.020
1163.800	1819.357
1166.000	1880.562
1168.200	1898.521
1170.400	1852.386
1172.600	1807.908
1174.800	1818.284
1177.000	1799.702
1179.200	1761.021
1181.400	1757.102
1183.600	1755.619
1185.800	1754.261
1188.000	1770.597
1190.200	1807.165
1192.400	1816.710
1194.600	1815.396
1196.800	1819.440
1199.000	1819.169
1201.200	1813.062
1203.400	1828.480
1205.600	1817.860
1207.800	1778.714
1210.000	1762.657
1212.200	1781.864
1214.400	1803.571
1216.600	1828.373
1218.800	1858.450
1221.000	1846.049
1223.200	1817.648
1225.400	1824.588
1227.600	1833.823
1229.800	1856.079
1232.000	1847.251
1234.200	1826.558
1236.400	1805.576
1238.600	1774.314
1240.800	1755.711
1243.000	1754.047
1245.200	1724.362
1247.400	1769.642
1249.600	1769.051
1251.800	1773.712
1254.000	1743.167
1256.200	1736.140
1258.400	1764.949
1260.600	1780.662
1262.800	1774.762
1265.000	1760.643
1267.200	1743.095
1269.400	1715.042
1271.600	1701.092
1273.800	1738.052
1276.000	1763.850
1278.200	1784.950
1280.400	1761.941
1282.600	1744.998
1284.800	1730.095
1287.000	1737.869
1289.200	1720.718
1291.400	1693.875
1293.600	1725.444
1295.800	1757.737
1298.000	1769.264
1300.200	1759.826
1302.400	1713.062
1304.600	1699.154
1306.800	1757.406
1309.000	1762.734
1311.200	1760.778
1313.400	1815.795
1315.600	1825.000
1317.800	1786.870
1320.000	1787.803
1322.200	1825.431
1324.400	1846.711
1326.600	1835.291
1328.800	1800.757
1331.000	1797.116
1333.200	1800.860
1335.400	1772.704
1337.600	1764.689
1339.800	1802.605
1342.000	1828.865
1344.200	1835.832
1346.400	1824.964
1348.600	1771.320
1350.800	1756.397
1353.000	1750.484
1355.200	1750.713
1357.400	1775.634
1359.600	1784.970
1361.800	1751.970
1364.000	1736.051
1366.200	1753.500
1368.400	1781.473
1370.600	1784.473
1372.800	1746.173
1375.000	1741.081
1377.200	1788.617
1379.400	1814.210
1381.600	1805.726
1383.800	1759.126
1386.000	1739.682
1388.200	1735.295
1390.400	1707.204
1392.600	1740.385
1394.800	1776.266
1397.000	1778.203
1399.200	1767.208
1401.400	1771.684
1403.600	1768.806
1405.800	1765.538
1408.000	1779.468
1410.200	1777.710
1412.400	1758.556
1414.600	1757.393
1416.800	1787.000
1419.000	1772.337
1421.200	1770.904
1423.400	1793.942
1425.600	1818.620
1427.800	1825.390
1430.000	1821.189
1432.200	1820.778
1434.400	1796.315
1436.600	1756.509
1438.800	1722.682
1441.000	1681.347
1443.200	1640.628
1445.400	1639.258
1447.600	1689.076
1449.800	1686.918
1452.000	1643.896
1454.200	1653.612
1456.400	1699.971
1458.600	1746.998
1460.800	1744.511
1463.000	1746.195
1465.200	1787.196
1467.400	1828.857
1469.600	1807.780
1471.800	1768.443
1474.000	1804.518
1476.200	1819.320
1478.400	1802.563
1480.600	1791.573
1482.800	1794.673
1485.000	1766.022
1487.200	1780.910
1489.400	1719.710
1491.600	1726.794
1493.800	1700.994
1496.000	1688.846
1498.200	1686.164
1500.400	1699.909
1502.600	1714.552
1504.800	1723.830
1507.000	1714.373
1509.200	1709.302
